zero_crossing_rate,rms_energy,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,cens_1,cens_2,cens_3,cens_4,cens_5,cens_6,cens_7,cens_8,cens_9,cens_10,cens_11,cens_12,tempo,pitch,pitch_confidence,mel_spectrogram,formant_1,formant_2,formant_3,target
0.222495278,0.002084816,2392.346895,1793.451341,4219.857084,0.11637677,-717.2715,87.216156,-14.131437,28.402925,-9.834286,17.543695,-14.799144,1.6758189,-12.695613,-3.383996,2.2535589,-1.129376,3.4850085,0.48486423,0.4951068,0.5258383,0.45705247,0.45661163,0.49855742,0.4765693,0.5132588,0.5256418,0.5511895,0.64352024,0.66356695,0.18268266,0.15388,0.17502992,0.22939338,0.16461644,0.19326667,0.18823737,0.22626731,0.29037786,0.3792429,0.5054434,0.3111998,80.74951172,1850.1349,0.055055548,0.001966492,0,506.2131,1341.7876,2
0.197621252,0.002122511,2451.222935,1692.133738,4226.108935,0.16900139,-702.44366,81.598694,-19.70034,29.205061,-6.5189757,13.644896,-13.070853,-2.3948536,-13.464932,-2.3234928,3.7775857,-2.6585243,2.2691865,0.42114854,0.4964417,0.48843613,0.47576842,0.5072425,0.55042094,0.56621355,0.57304883,0.5299712,0.52393436,0.51182157,0.40387312,0.17595917,0.1834509,0.2087274,0.2364547,0.20244107,0.2802719,0.28020176,0.2268647,0.25948662,0.35836193,0.415097,0.23640193,184.5703125,1875.4504,0.059919994,0.002522244,0,0,0,2
0.296780599,0.004258789,2353.541887,1884.107662,4478.978027,0.0747581,-654.07416,74.44367,-15.233933,22.33163,-4.400585,3.9648254,-11.066819,-3.1337745,-13.552812,-1.993855,-0.6712604,-8.632025,3.374276,0.56950325,0.6104756,0.559363,0.5536196,0.59263295,0.61156076,0.5350968,0.56562984,0.5752571,0.5678832,0.5640327,0.5518041,0.30010843,0.3246667,0.33025283,0.3979717,0.28768972,0.26204234,0.22495364,0.17372938,0.16719577,0.2032983,0.29166073,0.22435592,143.5546875,1838.8829,0.115799926,0.011743776,0,0,0,3
0.204003906,0.004903331,2321.142215,1850.897207,4399.233398,0.11240608,-637.88574,72.153076,-14.477341,23.23199,-0.20066915,3.7892053,-10.566947,-2.2207694,-14.897015,-1.375122,1.0711306,-8.117634,5.6031137,0.58202535,0.5818338,0.5119134,0.53799653,0.5411649,0.55453444,0.49634206,0.5349209,0.5406815,0.5348871,0.597939,0.59797895,0.3295466,0.39112163,0.36405593,0.3843171,0.27914855,0.23166634,0.19249593,0.19847597,0.17316215,0.16016223,0.20322353,0.18555441,135.9991776,1855.7789,0.16791658,0.015568796,409.5179,1178.7174,2239.5728,3
0.227561402,0.003742551,2407.510361,1828.898035,4463.284122,0.13530153,-663.1814,72.19261,-11.836186,21.578817,-5.878542,6.1178355,-10.626029,-3.8708405,-15.954142,-2.4255364,2.402915,-7.8458858,3.294894,0.4866199,0.51340306,0.52804035,0.48294955,0.43917692,0.47476226,0.47320542,0.5445287,0.57659435,0.55274963,0.57786334,0.55585164,0.33673376,0.3138283,0.313946,0.37427455,0.16959292,0.20699611,0.22061735,0.23345406,0.20236064,0.25339547,0.34376627,0.27631688,95.703125,1882.9404,0.10556935,0.009408476,442.05106,447.68457,1400.9187,3
0.279751587,0.003739523,2470.781427,1871.814239,4544.851685,0.06120485,-662.4707,71.092224,-12.803125,30.345129,-8.011142,9.181171,-9.413506,-1.5646596,-16.39568,-2.5009842,0.8198271,-6.1727195,4.719077,0.5189055,0.52970856,0.5396537,0.48754,0.46524152,0.50874746,0.48866478,0.558749,0.56330675,0.54994947,0.5936351,0.5369849,0.33561206,0.28500694,0.2538672,0.2699752,0.16489717,0.22736566,0.22089331,0.21058707,0.25451547,0.31244463,0.38521343,0.28902054,172.265625,1803.9149,0.12543397,0.007890431,0,511.66513,1308.3225,3
0.243652344,0.006428792,2454.940838,1867.544195,4467.462504,0.11460298,-606.20087,62.554947,-18.707497,17.09536,-11.250647,6.9429274,-18.192654,-4.614584,-13.35311,-8.365075,0.20865573,-9.038211,0.8296924,0.43257722,0.41170344,0.52524704,0.47621396,0.4407911,0.51112115,0.53280383,0.55809724,0.49811932,0.44127247,0.47130263,0.5295004,0.21572919,0.2071272,0.3012432,0.31673494,0.2659178,0.2940836,0.32429668,0.30429387,0.22766492,0.2519629,0.36982533,0.22324081,198.7680289,1853.1394,0.2053993,0.027226007,0,0,590.0772,3
0.19921253,0.00819824,2065.753903,1762.212325,3975.481906,0.08811314,-567.0319,64.83358,-20.87593,13.959045,-4.8831944,4.0533814,-15.549814,-4.6158867,-16.01446,-7.159139,4.045807,-9.444234,0.49242696,0.39153653,0.45825294,0.41702503,0.39447713,0.46491435,0.5470482,0.4987175,0.54690015,0.56527436,0.46141297,0.42239973,0.3672398,0.27816424,0.31455857,0.23909979,0.30226582,0.31254154,0.3154918,0.28359336,0.27590913,0.24173193,0.21727695,0.21012704,0.14160457,112.3471467,1727.2999,0.3331281,0.046173565,0,405.10092,982.6911,3
0.236003562,0.010896263,2465.911086,1833.589782,4468.202981,0.051520158,-527.55286,61.670475,-23.09634,19.46906,-10.207045,5.9806786,-16.537008,-5.2068996,-19.914072,-4.6997848,1.2917869,-11.648709,3.4471693,0.39491475,0.4117839,0.39472333,0.43262306,0.47933874,0.5703641,0.5228181,0.52834046,0.55494845,0.48091942,0.47068557,0.45412046,0.2139968,0.21209992,0.26453137,0.33722115,0.28598335,0.29906827,0.29464063,0.29135436,0.2862859,0.2771038,0.29219338,0.14030227,184.5703125,1764.9254,0.45495766,0.066861816,0,0,542.2631,3
0.223868336,0.010099201,2520.055772,1847.497403,4605.445485,0.102087736,-551.00885,66.07494,-24.487534,20.916216,-13.217024,6.4847927,-17.187414,-4.749679,-19.72403,-6.791988,-0.3138785,-9.906235,3.555617,0.46838537,0.46105832,0.45564845,0.46580455,0.50483114,0.567241,0.5007854,0.5259657,0.55641764,0.50379133,0.45051822,0.45593387,0.20448196,0.217134,0.27801108,0.32956225,0.32369852,0.35477328,0.32905492,0.25956145,0.22938363,0.24571852,0.26295745,0.17655484,95.703125,1849.4379,0.3594147,0.057416905,0,0,454.2493,3
0.180099303,0.002146853,2066.019289,1636.593908,3864.691089,0.23372672,-688.4043,71.29605,-12.16083,23.336145,-1.1666195,3.7274082,-7.491706,-5.3150783,-12.889698,-3.9512987,-3.586172,-3.1711662,1.2016717,0.53204274,0.551261,0.49138445,0.458687,0.4175226,0.36495787,0.36108422,0.43575132,0.482661,0.48686796,0.50711393,0.47762144,0.38379642,0.34480402,0.2717257,0.2961094,0.15230764,0.1442787,0.17071295,0.17884292,0.23992653,0.27337936,0.30728444,0.36112747,92.28515625,1834.7035,0.07009791,0.003114183,333.58838,1100.2294,2230.6272,4
0.210379464,0.001996715,2365.442949,1855.368886,4476.039817,0.1448982,-706.81714,77.02633,-12.301989,26.556631,-0.6083742,6.836166,-5.7294984,-3.6622798,-12.669821,-4.7252626,-1.2780302,-3.4485,0.3252301,0.5203196,0.525963,0.53429425,0.5661231,0.5497697,0.5085419,0.52042186,0.6065817,0.594744,0.53420126,0.4588563,0.47890314,0.3072666,0.23959777,0.23121355,0.30341685,0.18374002,0.24434179,0.23295385,0.2531237,0.31672618,0.31166855,0.26902482,0.23614423,123.046875,1848.1245,0.056804307,0.002747778,0,0,469.6474,4
0.136495628,0.001746453,2469.69498,1758.598849,4433.700784,0.36573073,-742.99567,70.925125,-13.849842,23.386507,-1.8584795,4.970515,-7.0328693,-4.1053534,-12.990173,-3.3231108,-0.31166875,-2.9436803,0.8879047,0.5536541,0.51569945,0.53024626,0.5563204,0.51665795,0.51289845,0.53510123,0.59032524,0.66625965,0.64526206,0.5827765,0.52189285,0.2813185,0.16080427,0.1599828,0.26960245,0.17791672,0.17330845,0.24783477,0.25338778,0.32427585,0.40524593,0.36565623,0.29993695,71.77734375,1889.7579,0.05903487,0.002064301,0,522.3316,1270.9025,4
0.200860847,0.002282081,2567.897804,1817.306237,4589.079556,0.24168035,-719.6453,70.63577,-10.268042,25.304525,-2.7915068,6.797103,-4.3121147,-3.9572294,-14.3009405,-3.4591553,-1.7629068,-4.2187524,2.1382146,0.4969703,0.49070227,0.4864088,0.54002994,0.53026724,0.5308935,0.5113015,0.5441609,0.5793812,0.585834,0.6212296,0.5965641,0.2770141,0.18694331,0.18690303,0.30740884,0.18605058,0.18657133,0.20695762,0.25939387,0.30660802,0.33812428,0.40012413,0.35993236,71.77734375,1885.5624,0.0741775,0.003388822,354.41022,1097.7828,2053.9849,4
0.209728706,0.002916054,2296.444959,1799.056722,4302.635974,0.114343725,-678.0773,74.23092,-10.201132,26.915646,-1.031138,5.356031,-6.497342,-3.787895,-11.507824,-0.98186904,-1.7818166,-4.3239202,2.136537,0.59825784,0.54698133,0.47218007,0.47331816,0.4987729,0.5261134,0.48839736,0.5074602,0.5392108,0.58765596,0.6602743,0.6467836,0.43429467,0.34536287,0.22049133,0.23418082,0.16840172,0.15533063,0.14590114,0.16630347,0.1993879,0.26478446,0.33364382,0.3122238,107.6660156,1848.9875,0.10065111,0.005099145,0,0,405.0027,4
0.182293701,0.004800881,2539.269076,1828.934287,4593.435974,0.24224858,-636.0294,62.80175,-16.167828,20.686329,-5.085039,3.473632,-13.988775,-3.7203712,-16.866394,-4.3462954,-0.98353654,-9.218717,3.3020248,0.48144183,0.4917384,0.4584899,0.5042575,0.50402105,0.48211503,0.5162728,0.5787155,0.51338977,0.5266703,0.6020106,0.52301466,0.3622429,0.3067307,0.26406017,0.31798616,0.23067908,0.23635092,0.2054697,0.23520437,0.16216557,0.2238101,0.3127366,0.32805324,89.10290948,1933.32,0.1408533,0.016889468,0,396.91586,1095.1931,4
0.19371118,0.005014806,2395.78165,1747.942871,4371.908967,0.2149106,-627.75085,65.43648,-15.63067,22.63256,-3.8064473,3.5254312,-11.50857,-6.1701646,-20.100426,-4.6600184,-1.4243251,-9.004965,2.6646307,0.4526273,0.48680767,0.4492329,0.43144625,0.43697485,0.4883648,0.47211406,0.5084905,0.560242,0.5507042,0.5448366,0.50523645,0.31382078,0.35470656,0.25755054,0.3196858,0.26488662,0.2612769,0.1857222,0.21273197,0.2489698,0.25787795,0.27989528,0.26753145,103.359375,1864.1425,0.1702398,0.015681708,0,0,494.00235,4
0.199285472,0.00609885,2272.39915,1707.97646,4213.820482,0.21123548,-616.45654,65.491035,-18.043102,25.979462,-8.720325,5.8595767,-13.927874,-4.1353064,-18.6331,-3.0780694,-0.57880855,-8.144492,3.353653,0.48627618,0.4895694,0.47932878,0.4900398,0.47481105,0.4520457,0.47177234,0.47125775,0.4736402,0.48200613,0.52285576,0.50889206,0.3236891,0.3016203,0.29992622,0.36530298,0.24453329,0.19310863,0.21912484,0.24703425,0.21497321,0.24197961,0.26202688,0.28190804,107.6660156,1878.539,0.20261642,0.020726273,0,0,518.7214,4
0.242462341,0.0086486,2519.883493,1737.196588,4477.810249,0.15556942,-556.3385,56.718456,-19.419168,24.77611,-11.891989,5.741182,-10.759513,2.8454337,-14.718563,-4.3436146,0.26276305,-7.0801044,2.4194276,0.4135647,0.4803773,0.5047636,0.4960905,0.46507153,0.4700591,0.465989,0.43164536,0.453884,0.5417554,0.52932084,0.40423325,0.28951702,0.28033662,0.32817492,0.43843484,0.26235673,0.23753923,0.24759245,0.21070163,0.21024814,0.24602109,0.2582155,0.22339082,112.3471467,1899.184,0.28851378,0.049056623,356.4391,867.53345,1537.656,5
0.222532744,0.00962586,2639.886346,1908.096469,4815.71088,0.15108663,-538.38403,56.935104,-21.327826,22.503502,-15.8993025,6.5661592,-14.7987175,-3.3182616,-15.943977,-5.923786,-3.2880383,-9.34744,0.24691068,0.46032956,0.49200717,0.47241107,0.4942109,0.49796054,0.5152434,0.495465,0.5435966,0.5252353,0.5036026,0.47366256,0.426193,0.2832289,0.32412657,0.3084063,0.35082516,0.32377005,0.31085336,0.2787788,0.27516314,0.23079902,0.1977336,0.22723779,0.21194583,107.6660156,1885.772,0.3109509,0.052962627,379.95963,1018.1988,1916.6299,5
0.266760011,0.006818438,2538.787992,1914.563028,4703.008427,0.08277897,-579.8332,57.71157,-13.177653,22.35581,-9.491946,5.516953,-10.74477,-3.0108016,-15.266934,-3.9466662,-2.5458593,-6.6170764,1.9015657,0.5107849,0.5231293,0.46463463,0.51685643,0.5686735,0.5265881,0.51463634,0.5999207,0.6078724,0.5503738,0.5626565,0.51064956,0.27458918,0.30380243,0.313064,0.38328603,0.31655484,0.26814723,0.24929914,0.21613511,0.21479031,0.25364265,0.28028128,0.20373192,83.35433468,1881.8854,0.19263326,0.031335197,0,0,533.49457,5
0.268782148,0.010625512,2555.586362,1866.78531,4684.341033,0.06675125,-541.63635,59.30882,-17.058464,21.504166,-11.178672,5.7082005,-11.338796,-1.8090059,-17.762144,-4.3428245,-1.5575488,-8.137479,3.602927,0.45913032,0.537628,0.5182977,0.47379345,0.49992934,0.48291603,0.4685538,0.5418484,0.53881705,0.50268614,0.52334756,0.47205567,0.26123482,0.3480891,0.40505716,0.38169542,0.2859782,0.26616105,0.2313112,0.246529,0.22564304,0.21428612,0.1828662,0.15509345,103.359375,1883.5793,0.32125762,0.07226003,0,0,580.8959,5
0.219351386,0.053378105,2541.89286,1913.675107,4747.888804,0.053285565,-362.24258,48.136665,-37.234787,16.370718,-24.74217,6.4639196,-20.884893,-8.2731905,-16.109564,-8.388566,-3.6068797,-8.604987,-2.3722045,0.34044883,0.41311732,0.4518543,0.50548095,0.5327738,0.5439332,0.48509938,0.5883735,0.53745776,0.44042978,0.4514317,0.40417925,0.2522526,0.3014216,0.32284805,0.37702984,0.3125503,0.28928652,0.23462392,0.30395937,0.22561002,0.17481744,0.20223404,0.2253068,92.28515625,1899.6322,1.7733531,1.6316234,0,475.2212,1088.2183,5
0.218892092,0.032443944,2604.836088,1839.390457,4618.758138,0.004812636,-384.35495,44.5257,-39.67931,22.130342,-26.521206,7.7824235,-22.093493,-1.5370065,-20.083622,-8.796258,-2.6240427,-12.383123,0.4681956,0.31176022,0.385455,0.3643892,0.31144875,0.455078,0.5531594,0.37212074,0.2985766,0.35523897,0.35710678,0.37168962,0.35027733,0.28988898,0.33553952,0.26493818,0.22368407,0.26748234,0.30819756,0.22546563,0.20081972,0.24147062,0.29394415,0.33344102,0.2744696,112.3471467,1977.2517,1.1242478,0.59418046,0,704.94507,1270.299,5
0.238207599,0.032208934,2742.17849,1841.707084,4782.235701,0.010044601,-417.33713,51.703922,-36.255833,23.459236,-22.768045,9.174722,-21.232386,-2.971533,-20.3867,-6.034436,-2.2600741,-12.462765,1.9094056,0.37043098,0.42429948,0.41310975,0.3881333,0.4431276,0.5627538,0.54421985,0.47415367,0.5299259,0.5020446,0.4952476,0.4227907,0.2814489,0.322817,0.26279873,0.3041951,0.27070194,0.351224,0.26872057,0.25537533,0.23403355,0.24602023,0.29595593,0.23683079,184.5703125,1960.3265,0.9750009,0.5900772,433.5094,1098.7711,1888.4904,5
0.212900798,0.09160519,2701.59212,1909.698534,4917.420959,0.00585278,-318.85184,43.029835,-39.835415,14.775655,-25.95886,6.0266604,-26.588861,-5.221768,-19.667336,-8.528619,-1.1313689,-11.489802,-1.718083,0.27628005,0.2920595,0.31296712,0.4082094,0.47773597,0.47699416,0.43462667,0.48524323,0.5263956,0.4078877,0.38721117,0.33497182,0.20211907,0.26799488,0.2695691,0.3704516,0.30776376,0.27705064,0.3120453,0.32702923,0.287508,0.20093562,0.2164361,0.17310752,143.5546875,1915.5786,2.9691393,4.2820315,0,0,753.10565,5
0.23573236,0.005936944,2065.194766,1874.819717,4134.104142,0.029380267,-605.9101,72.7886,-11.736765,27.00752,-2.4923587,6.5669584,-11.071335,-3.899555,-14.895467,-0.74974144,-1.4046562,-1.6900829,6.6023116,0.59743047,0.57718647,0.50115466,0.49033004,0.49022642,0.50218517,0.43775585,0.4469489,0.4785044,0.477809,0.49624836,0.56852436,0.29592255,0.26940468,0.32624534,0.3740355,0.24668062,0.24079691,0.22456367,0.24165368,0.18068978,0.1741259,0.24187325,0.23024116,95.703125,1712.1106,0.2464513,0.023318803,0,558.65497,1297.784,6
0.304420034,0.005674755,2205.900138,1850.796718,4336.471655,0.03880357,-612.6399,67.96611,-18.206923,20.104464,-5.183797,3.7352252,-13.981153,-8.235319,-18.518238,-3.5453138,-2.6281214,-8.054269,2.3251994,0.4160759,0.43075106,0.4290303,0.47882003,0.44384912,0.4844395,0.5151654,0.6030521,0.5803011,0.49262914,0.4270908,0.46470025,0.18824778,0.2402037,0.3248335,0.46578223,0.30616596,0.25653034,0.29716536,0.2806134,0.2510977,0.21445888,0.20410372,0.18175286,107.6660156,1780.2172,0.15459506,0.019661382,0,0,473.46405,6
0.242151452,0.004923754,2001.65426,1872.615773,4007.849367,0.026634142,-633.25037,76.496475,-6.687907,31.54238,-1.1649526,13.054669,-8.119911,-0.8031131,-11.243109,1.077955,0.7931959,-1.7781157,5.7011247,0.54882956,0.549721,0.4908821,0.48754182,0.5287496,0.51287174,0.5765219,0.6762123,0.68663937,0.6057691,0.55089134,0.5321318,0.38056588,0.37893668,0.22425146,0.23585735,0.20832928,0.21293733,0.26373935,0.2594343,0.2623216,0.22449304,0.23695071,0.18292461,234.9076705,1753.0145,0.19389445,0.014900873,337.24075,1032.1368,2052.2798,6
0.23605957,0.004532982,2323.226256,1816.096508,4310.543518,0.07832136,-635.4167,76.401794,-18.716322,29.325058,-5.413614,9.898539,-11.734476,-5.039689,-13.803784,0.48484746,-0.49638262,-3.1251626,3.0326202,0.57345897,0.51711,0.47549686,0.48254767,0.4739542,0.49899894,0.581408,0.58949435,0.5123725,0.4955737,0.55245817,0.5900863,0.36304697,0.3191663,0.26831913,0.36144385,0.19978698,0.15144359,0.18393555,0.25183135,0.12862471,0.13911244,0.25333124,0.34558746,107.6660156,1887.6177,0.1374042,0.012201263,0,0,484.6632,6
0.159762912,0.016358769,2287.088025,1853.6132,4341.63208,0.00288523,-452.82034,71.17183,-30.44348,21.395967,-12.282941,17.377289,-14.352034,-6.1776395,-17.98174,-1.1409602,3.3876352,-6.544237,3.4100015,0.34564137,0.3895832,0.3965969,0.39985445,0.5255971,0.61508065,0.45630214,0.467389,0.49934155,0.42698872,0.36829627,0.36895412,0.310877,0.3646416,0.33455127,0.34981924,0.32375342,0.2617532,0.20573464,0.20397043,0.22334859,0.19935931,0.19090758,0.1672073,64.59960938,1744.1509,0.57892984,0.21488473,0,418.92328,1083.1387,6
0.147781122,0.022454333,2147.448569,1819.084104,4215.6246,0.002943935,-413.14038,55.271954,-29.397326,7.471657,-7.225715,7.120763,-16.806767,-11.529665,-18.8527,-7.289943,-3.1107435,-11.626766,-3.317667,0.31508094,0.3860417,0.33913675,0.29566216,0.38945925,0.45879918,0.37575036,0.47442156,0.5113086,0.38825426,0.39618903,0.32670042,0.29235622,0.38300937,0.3324116,0.24210536,0.16988423,0.24237375,0.20518033,0.21217921,0.2625256,0.29128906,0.30598488,0.25131232,184.5703125,1783.3105,0.72179925,0.34375614,0,0,409.22302,6
0.15737986,0.036358472,2304.521376,1854.634016,4371.8662,0.002758371,-381.72583,56.02798,-31.352093,13.44183,-18.207445,8.908074,-17.731659,-13.201649,-20.44755,-9.080268,-2.3301291,-10.833619,-3.8727264,0.41510525,0.41422814,0.3451041,0.36798623,0.5575407,0.55856377,0.41186666,0.43118465,0.38714048,0.39965418,0.35718572,0.3507941,0.36332574,0.39836666,0.3357304,0.27775142,0.24109359,0.23395619,0.2166367,0.250766,0.22319598,0.21484397,0.20763876,0.20980254,198.7680289,1698.7268,1.4031756,0.82775974,0,450.33997,1144.081,6
0.156827848,0.024724685,2144.802023,1803.320725,4130.998492,0.003045668,-439.94012,62.971306,-32.280506,14.155234,-13.973315,12.823181,-21.823439,-9.833759,-20.241165,-8.678603,3.4029646,-10.021557,-3.7734613,0.37697533,0.36551335,0.32514778,0.32885215,0.456498,0.5209302,0.43687603,0.4919893,0.41413933,0.35215476,0.39191702,0.33990577,0.3284099,0.35031682,0.28499544,0.26245084,0.25322074,0.2780252,0.20110412,0.23635128,0.25146055,0.25298983,0.30054852,0.27106005,99.38401442,1612.6915,0.9868238,0.3920786,0,0,530.0208,6
0.194426577,0.00259713,2085.189155,1677.261805,3862.437722,0.1281922,-656.9771,77.236824,-16.07081,22.775276,-6.4944577,8.939971,-13.856722,-2.638512,-16.5127,-3.3853898,-0.35439774,-8.719411,0.5360437,0.42880303,0.4107497,0.4281538,0.40929344,0.42212564,0.46662566,0.46263114,0.4566814,0.4523808,0.46862417,0.5153359,0.47215125,0.28801146,0.24068004,0.27098542,0.31952047,0.22716804,0.24367541,0.22586624,0.23337615,0.27270287,0.3000257,0.31008476,0.2903039,95.703125,1826.8596,0.08786142,0.004442125,0,0,438.58063,7
